Date,Price,Open,High,Low,Vol_BTC,Vol_USD,retornos
2012-06-10,,,,,,,0.0
2012-06-17,,,,,,,0.0
2012-06-24,,,,,,,0.0
2012-07-01,,,,,,,0.0
2012-07-08,,,,,,,0.0
2012-07-15,,,,,,,0.0
2012-07-22,,,,,,,0.0
2012-07-29,,,,,,,0.0
2012-08-05,11,10,11,10,61640.0,"678,040",0.0
2012-08-12,11,10,11,10,41650.0,"458,150",0.0
2012-08-19,12,11,12,11,54040.0,"648,480",0.1
2012-08-26,,,,,,,0.0
2012-09-02,,,,,,,0.0
2012-09-09,11,10,11,10,60770.0,"668,470",-0.091
2012-09-16,11,11,11,10,42290.0,"465,190",0.1
2012-09-23,11,11,12,11,26610.0,"292,710",0.0
2012-09-30,12,12,12,11,27290.0,"327,480",0.091
2012-10-07,12,12,12,12,24830.0,"297,960",0.0
2012-10-14,11,11,11,10,97940.0,"1,077,340",-0.083
2012-10-21,11,11,12,11,27100.0,"298,100",0.0
2012-10-28,11,11,11,11,37620.0,"413,820",0.0
2012-11-04,11,10,11,10,40670.0,"447,370",-0.091
2012-11-11,,,,,,,0.0
2012-11-18,11,10,11,10,39220.0,"431,420",0.0
2012-11-25,11,11,11,11,25200.0,"277,200",0.1
2012-12-02,12,12,12,11,35910.0,"430,920",0.091
2012-12-09,12,12,12,12,26760.0,"321,120",0.0
2012-12-16,13,13,13,13,24670.0,"320,710",0.083
2012-12-23,13,13,13,12,63630.0,"827,190",0.0
2012-12-30,13,13,13,13,16690.0,"216,970",0.0
2013-01-06,13,13,13,13,15050.0,"195,650",0.0
2013-01-13,13,13,13,13,25480.0,"331,240",0.0
2013-01-20,14,14,14,14,22100.0,"309,400",0.077
2013-01-27,16,15,17,15,61500.0,"984,000",0.071
2013-02-03,18,17,18,17,57670.0,"1,038,060",0.133
2013-02-10,20,20,21,19,52220.0,"1,044,400",0.176
2013-02-17,24,24,24,23,29530.0,"708,720",0.2
2013-02-24,27,26,27,26,29740.0,"802,980",0.083
